,user_id,product_id
38,72de947ba2c9f71c86f9513265f7c0a4e18058e4,192
39,aa9fe9e7c32788b7af175bef16f94e1c5f11c904,44
40,e176322c03e4a04b85e4e21d8e48c3513602aa6f,1288
41,bdaf335df712922596efabfc9b34c0b492fa09ee,44
42,72de947ba2c9f71c86f9513265f7c0a4e18058e4,44
43,7d0c873772cb9df038c4276a71034d347ee71df5,192
44,7e71f57521ac89e0ba6fdfc36a27461d2ad7c734,192
45,aa9fe9e7c32788b7af175bef16f94e1c5f11c904,192
46,389fdbb4376646a3ccbbe783d8ccd032d702da14,192
47,389fdbb4376646a3ccbbe783d8ccd032d702da14,44
48,8b4078045c274fd02a2a4b133212aa4eb2ccda22,527
49,d8a9f9f6a1de983fbe92df670baed07fe729d051,44
50,9f10d8e59b6bde870d4760af4362b042b8b8e0d7,197
51,8b7fe92cc11e36934dff9bc242036d298bf70507,192
52,7e71f57521ac89e0ba6fdfc36a27461d2ad7c734,44
53,d8a9f9f6a1de983fbe92df670baed07fe729d051,192
54,8b7fe92cc11e36934dff9bc242036d298bf70507,44
55,e54d2010bf24ab33cd08701829ae4ac28522ac84,1288
56,aa9fe9e7c32788b7af175bef16f94e1c5f11c904,1288
57,89382ae24f596b2dfa52407f41a064b6cc69a978,527
58,cab99ef04c092b3d0282a272bb3f67d31dc3b5e5,1288
59,0edaef63179db76199afca3186ff4810e0610dd3,1288
60,4fb1c8fedcf08d986963c9892174c233dfd1af7d,527
61,7d0c873772cb9df038c4276a71034d347ee71df5,527
62,9bf1200810348e753ec9bbe8950f337f1a6703f7,192
63,23312c271d2aa5ab166964a13a24902f65d98aa8,1288
64,a13a5ec9952f6c017dead8913453025e7b5e8f9f,1288
65,dd65a97029edac29f3c5132bb28608764289a590,192
66,e9fdec4d4c38b56e26b679f6bc3bf95d27aa0342,1288
67,9bf1200810348e753ec9bbe8950f337f1a6703f7,44
68,b7a054a1ae0c27a36fa5373145e91c7c877ba069,527
69,ccac8ef908afd27cac7fde8cace7caaa2e902726,44
70,8c78713807726cc920ee3d6db7e86dfb7a23cc45,192
71,7749fd4729b073d5f0991351b6218cb8900ef7cf,192
72,bdaf335df712922596efabfc9b34c0b492fa09ee,192
73,81faf0af9e4a200769d8503c2599dead7bac7427,192
74,f60792e8a22b2e77e3c0872d38094d6609d646d1,527
75,93671157744ec257a9198c91b55e23632ca56b00,527
76,9a74637c3a183497d5c41b885e17499209a5a2f5,44
77,2b8b91f18cd9ccca9774ad32feb11cb2b7f141a8,527
78,72de947ba2c9f71c86f9513265f7c0a4e18058e4,1288
79,89382ae24f596b2dfa52407f41a064b6cc69a978,192
80,42d655a7b57d9212ef4955f9a1ee0cb3eeb60f35,1288
81,389fdbb4376646a3ccbbe783d8ccd032d702da14,1288
82,89382ae24f596b2dfa52407f41a064b6cc69a978,1144
83,dd65a97029edac29f3c5132bb28608764289a590,44
84,c64c74a3e5099cad320fc8ae7be0ada2861424d8,192
85,7e71f57521ac89e0ba6fdfc36a27461d2ad7c734,1288
86,4860487f9306a65f0cd5c53417614ee90a9aea7b,197
87,c64c74a3e5099cad320fc8ae7be0ada2861424d8,44
88,8b7fe92cc11e36934dff9bc242036d298bf70507,1288
89,af67cece663dc3f96b33dbc163cecc038d754b7d,527
90,bd0af7da2b9ef84ae907ea67c544a9a0ae83957b,192
91,bdaf335df712922596efabfc9b34c0b492fa09ee,527
92,e54d2010bf24ab33cd08701829ae4ac28522ac84,197
93,7749fd4729b073d5f0991351b6218cb8900ef7cf,44
94,9bf1200810348e753ec9bbe8950f337f1a6703f7,1288
95,c2ab31e718ee5d6e379ce3858913f582f5abb5ba,192
96,9af688156dc50e668d47d6a1857149bf98b279b4,192
97,d8a9f9f6a1de983fbe92df670baed07fe729d051,1288
98,8b4078045c274fd02a2a4b133212aa4eb2ccda22,1288
99,97526dcac99619fe6afa1b9f9fdb29efd8dd7dc7,1288
100,ccac8ef908afd27cac7fde8cace7caaa2e902726,1288
101,c2ab31e718ee5d6e379ce3858913f582f5abb5ba,44
102,ad1d2fdeac18662659a9f8696858c6de7a2a2cfa,197
103,8c78713807726cc920ee3d6db7e86dfb7a23cc45,197
104,bd0af7da2b9ef84ae907ea67c544a9a0ae83957b,44
105,b7a054a1ae0c27a36fa5373145e91c7c877ba069,1288
106,e79fa2c04d4cb66f57e221aed7dcead67d5f5a9e,44
107,4fb1c8fedcf08d986963c9892174c233dfd1af7d,1288
108,9a74637c3a183497d5c41b885e17499209a5a2f5,192
109,121b8a551c4019ff0ad607b735b7f35d5baf7bda,527
110,72d52bb10efc819f09fb1934301577228accbb2a,192
111,9c8dc079c0b02a29a2c6395a98ee3340c557b08d,192
112,9f10d8e59b6bde870d4760af4362b042b8b8e0d7,527
113,9c8dc079c0b02a29a2c6395a98ee3340c557b08d,44
114,93671157744ec257a9198c91b55e23632ca56b00,1288
115,7d0c873772cb9df038c4276a71034d347ee71df5,32
116,c64c74a3e5099cad320fc8ae7be0ada2861424d8,1288
117,a3601c8a80d7692eedcafec3ba87506e84fe923a,192
118,67875aefa7e0cb34fcc13fa80eca1b9a855b075e,192
119,e79fa2c04d4cb66f57e221aed7dcead67d5f5a9e,192
120,ccac8ef908afd27cac7fde8cace7caaa2e902726,1192
121,a3601c8a80d7692eedcafec3ba87506e84fe923a,44
122,67875aefa7e0cb34fcc13fa80eca1b9a855b075e,44
123,c18deac7affbd1bd29b01aef41252e74ac5ec3ce,192
124,dd65a97029edac29f3c5132bb28608764289a590,1288
125,9a74637c3a183497d5c41b885e17499209a5a2f5,527
126,53732e11a39c7b83a50bbb330be5b1c1643bd993,192
127,c18deac7affbd1bd29b01aef41252e74ac5ec3ce,44
128,bdaf335df712922596efabfc9b34c0b492fa09ee,32
129,e176322c03e4a04b85e4e21d8e48c3513602aa6f,1192
130,9af688156dc50e668d47d6a1857149bf98b279b4,197
131,bd0af7da2b9ef84ae907ea67c544a9a0ae83957b,1288
132,1c8ee84bc30606d09c3960521b4122ffbaa2c361,1288
133,3dcae3632d40c7bfd864398b0195d19ff36a5d51,1288
134,75fd26dec389efe6a2d44abfb67b63b580e5031d,1288
135,c2ab31e718ee5d6e379ce3858913f582f5abb5ba,1288
136,b6ffde586c5bd2096fd6707c9fb8ffeff61600b6,192
137,61f58fabcce2cb293b6d81ef4faeb1623c29bbd8,1288
138,5910175126e0d6e166f36827b502012a7ffeeed4,192
139,42d655a7b57d9212ef4955f9a1ee0cb3eeb60f35,197
140,6a26a650be539de0b52dc2c9a7ad0ee80cfc040e,44
141,cab99ef04c092b3d0282a272bb3f67d31dc3b5e5,197
142,121b8a551c4019ff0ad607b735b7f35d5baf7bda,197
143,53732e11a39c7b83a50bbb330be5b1c1643bd993,44
144,5910175126e0d6e166f36827b502012a7ffeeed4,44
145,0edaef63179db76199afca3186ff4810e0610dd3,197
146,23312c271d2aa5ab166964a13a24902f65d98aa8,197
147,f45a55099370dae591de68a80dd460950602ade2,192
148,a13a5ec9952f6c017dead8913453025e7b5e8f9f,197
149,e9fdec4d4c38b56e26b679f6bc3bf95d27aa0342,197
150,e176322c03e4a04b85e4e21d8e48c3513602aa6f,1144
151,72d52bb10efc819f09fb1934301577228accbb2a,44
152,f45a55099370dae591de68a80dd460950602ade2,44
153,6a26a650be539de0b52dc2c9a7ad0ee80cfc040e,192
154,aa9fe9e7c32788b7af175bef16f94e1c5f11c904,197
155,b6ffde586c5bd2096fd6707c9fb8ffeff61600b6,44
156,9c8dc079c0b02a29a2c6395a98ee3340c557b08d,1288
157,5c15bd14bdd7020e90ec4125ae354058b606e215,1288
158,72de947ba2c9f71c86f9513265f7c0a4e18058e4,197
159,89382ae24f596b2dfa52407f41a064b6cc69a978,44
160,5f1e7df6a847ef54a5fcfd7610a62ad48d52c5b7,192
161,ccac8ef908afd27cac7fde8cace7caaa2e902726,197
162,9a74637c3a183497d5c41b885e17499209a5a2f5,32
163,a3601c8a80d7692eedcafec3ba87506e84fe923a,1288
164,1c354386ba6132c3d2e7023261a500d09520d42e,527
165,67875aefa7e0cb34fcc13fa80eca1b9a855b075e,1288
166,4860487f9306a65f0cd5c53417614ee90a9aea7b,527
167,389fdbb4376646a3ccbbe783d8ccd032d702da14,197
168,e54d2010bf24ab33cd08701829ae4ac28522ac84,192
169,5f1e7df6a847ef54a5fcfd7610a62ad48d52c5b7,44
170,c18deac7affbd1bd29b01aef41252e74ac5ec3ce,1288
171,7e71f57521ac89e0ba6fdfc36a27461d2ad7c734,197
172,8b4078045c274fd02a2a4b133212aa4eb2ccda22,192
173,e79fa2c04d4cb66f57e221aed7dcead67d5f5a9e,1288
174,c795960c64db3bb43373043f490aed77dd9a3ced,527
175,7749fd4729b073d5f0991351b6218cb8900ef7cf,1288
176,8b7fe92cc11e36934dff9bc242036d298bf70507,197
177,53732e11a39c7b83a50bbb330be5b1c1643bd993,1288
178,8c78713807726cc920ee3d6db7e86dfb7a23cc45,1144
179,5910175126e0d6e166f36827b502012a7ffeeed4,1288
180,4fb1c8fedcf08d986963c9892174c233dfd1af7d,192
181,7749fd4729b073d5f0991351b6218cb8900ef7cf,197
182,9bf1200810348e753ec9bbe8950f337f1a6703f7,197
183,af67cece663dc3f96b33dbc163cecc038d754b7d,1144
184,f45a55099370dae591de68a80dd460950602ade2,1288
185,d8a9f9f6a1de983fbe92df670baed07fe729d051,197
186,1c354386ba6132c3d2e7023261a500d09520d42e,197
187,72d52bb10efc819f09fb1934301577228accbb2a,1288
188,dd65a97029edac29f3c5132bb28608764289a590,197
189,af67cece663dc3f96b33dbc163cecc038d754b7d,1192
190,42d655a7b57d9212ef4955f9a1ee0cb3eeb60f35,1144
191,bd0af7da2b9ef84ae907ea67c544a9a0ae83957b,197
192,5f1e7df6a847ef54a5fcfd7610a62ad48d52c5b7,1288
193,f60792e8a22b2e77e3c0872d38094d6609d646d1,1144
194,c64c74a3e5099cad320fc8ae7be0ada2861424d8,197
195,de92365d5d1cdcdcf5b8e24526db42998918b23d,527
196,3a7e47d608591a1dd5b8d3491051936dbed4a18e,527
197,4d370a11d24118911ed8eac2eb5edb406061e592,192
198,b7a054a1ae0c27a36fa5373145e91c7c877ba069,192
199,b6ffde586c5bd2096fd6707c9fb8ffeff61600b6,1288
200,9af688156dc50e668d47d6a1857149bf98b279b4,1144
201,2d921b931ed8f070f3fe548ecb6bab4629e1fa11,527
202,0edaef63179db76199afca3186ff4810e0610dd3,1144
203,5da7d19e3dabba349717928d0035a6f5cf8d5d31,527
204,f60792e8a22b2e77e3c0872d38094d6609d646d1,1192
205,d9d01ca1417c3549d9d9e03dda2e360368f20b6d,527
206,1cbb322868d1f7689873cd9f7c354a8881e81552,192
207,cab99ef04c092b3d0282a272bb3f67d31dc3b5e5,1144
208,93671157744ec257a9198c91b55e23632ca56b00,192
209,9f10d8e59b6bde870d4760af4362b042b8b8e0d7,1144
210,23312c271d2aa5ab166964a13a24902f65d98aa8,1144
211,1cbb322868d1f7689873cd9f7c354a8881e81552,44
212,e9fdec4d4c38b56e26b679f6bc3bf95d27aa0342,1144
213,4d370a11d24118911ed8eac2eb5edb406061e592,44
214,a13a5ec9952f6c017dead8913453025e7b5e8f9f,1144
215,c795960c64db3bb43373043f490aed77dd9a3ced,197
216,aa9fe9e7c32788b7af175bef16f94e1c5f11c904,1144
217,7e71f57521ac89e0ba6fdfc36a27461d2ad7c734,1144
218,72de947ba2c9f71c86f9513265f7c0a4e18058e4,1144
219,c2ab31e718ee5d6e379ce3858913f582f5abb5ba,197
220,42d655a7b57d9212ef4955f9a1ee0cb3eeb60f35,1192
221,af67cece663dc3f96b33dbc163cecc038d754b7d,192
222,9f10d8e59b6bde870d4760af4362b042b8b8e0d7,1192
223,0edaef63179db76199afca3186ff4810e0610dd3,1192
224,6e0eef277ddd3f59e9a1eedd42668898c6f0866c,197
225,8b4078045c274fd02a2a4b133212aa4eb2ccda22,197
226,2b8b91f18cd9ccca9774ad32feb11cb2b7f141a8,1144
227,7d0c873772cb9df038c4276a71034d347ee71df5,1144
228,4c13406807312e63e2a27e19099fdc7baf816b2d,527
229,389fdbb4376646a3ccbbe783d8ccd032d702da14,1144
230,cab99ef04c092b3d0282a272bb3f67d31dc3b5e5,1192
231,72d52bb10efc819f09fb1934301577228accbb2a,197
232,23312c271d2aa5ab166964a13a24902f65d98aa8,1192
233,53732e11a39c7b83a50bbb330be5b1c1643bd993,197
234,2b8b91f18cd9ccca9774ad32feb11cb2b7f141a8,1192
235,e9fdec4d4c38b56e26b679f6bc3bf95d27aa0342,1192
236,d8a9f9f6a1de983fbe92df670baed07fe729d051,1144
237,a13a5ec9952f6c017dead8913453025e7b5e8f9f,1192
238,ec7a12545d9b60a4fdb35c0145f6c7054d89f812,527
239,b70363abe5980264afe8a3d8ce30cddf580f162f,527
240,aa9fe9e7c32788b7af175bef16f94e1c5f11c904,1192
241,9c8dc079c0b02a29a2c6395a98ee3340c557b08d,197
242,8b7fe92cc11e36934dff9bc242036d298bf70507,1144
243,4fb1c8fedcf08d986963c9892174c233dfd1af7d,197
244,e74e92a4f4f66e04208d2957c7428940a4d4ac9e,527
245,72de947ba2c9f71c86f9513265f7c0a4e18058e4,1192
246,725e71f5e5ab656bb8b8e54e49a88d909519a16a,527
247,4b9d94e8caf0b277c3ca49fd74ed36b0fe4be6a2,527
248,a3601c8a80d7692eedcafec3ba87506e84fe923a,197
249,67875aefa7e0cb34fcc13fa80eca1b9a855b075e,197
250,b7a054a1ae0c27a36fa5373145e91c7c877ba069,197
251,f32826303a55b3f6f8557e53c941860985c4da15,527
252,de92365d5d1cdcdcf5b8e24526db42998918b23d,197
253,fce30f0f183ff6ea20d2b7873f0df2f38ada26cb,527
254,04efd38f6a2832e18ca3ffa6f0b1f75509b0652f,527
255,cca2c36cd6a3c301786a79f0b937043a948685e7,1288
256,3a7e47d608591a1dd5b8d3491051936dbed4a18e,197
257,7e71f57521ac89e0ba6fdfc36a27461d2ad7c734,1192
258,1cbb322868d1f7689873cd9f7c354a8881e81552,1288
259,c18deac7affbd1bd29b01aef41252e74ac5ec3ce,197
260,394205de1b8d07d6b2fbe4cac751029f4a103d10,527
261,6e5658f6c306c6c2dc988f3128dda0be546d3299,527
262,9f10d8e59b6bde870d4760af4362b042b8b8e0d7,192
263,389fdbb4376646a3ccbbe783d8ccd032d702da14,1192
264,9bf1200810348e753ec9bbe8950f337f1a6703f7,1144
265,04efd38f6a2832e18ca3ffa6f0b1f75509b0652f,192
266,bdaf335df712922596efabfc9b34c0b492fa09ee,1144
267,e79fa2c04d4cb66f57e221aed7dcead67d5f5a9e,197
268,794cbe9ded5922efa877135e02a96545226fd88f,527
269,93671157744ec257a9198c91b55e23632ca56b00,197
270,5da7d19e3dabba349717928d0035a6f5cf8d5d31,197
271,52a5c1d104316f64e13ab69e2a0178fee8185123,527
272,0ecbd18481e2bd2077f89872af4bb2dd2cec43ed,527
273,62bb9c259925e4b7155c0daeb0ca11a9646bb3c6,527
274,8b7fe92cc11e36934dff9bc242036d298bf70507,1192
275,2d921b931ed8f070f3fe548ecb6bab4629e1fa11,197
276,ad1d2fdeac18662659a9f8696858c6de7a2a2cfa,1144
277,dd65a97029edac29f3c5132bb28608764289a590,1144
278,44e29cd4537c0145302089981b56da6685773d15,527
279,8c7fde8503b63b6f17e34592a27ba9e960638853,527
280,c5ec624403e99ec06305d6c9a642ded23e6f6924,527
281,d8a9f9f6a1de983fbe92df670baed07fe729d051,1192
282,5910175126e0d6e166f36827b502012a7ffeeed4,197
283,1090a5ecf67166df3e5e628b8c8933d5a20f4edd,527
284,45c2ccf80aba041d45627c052f9f4ec66975828d,527
285,b48e09d1ed5dee10c4b2f4fa4d41970c7e0afdda,527
286,d2e519c10a192d4bf59367fdfe49f25d7c4fa796,527
287,7749fd4729b073d5f0991351b6218cb8900ef7cf,1144
288,000775d9eec290dc9da1f32176c6bed82106c195,197
289,60c998ebdc86213a4f3425dc19e946ea9adc91cd,192
290,15a051a5c28fae4a738dfd41e1d552268dee3b9a,527
291,b6ffde586c5bd2096fd6707c9fb8ffeff61600b6,197
292,c64c74a3e5099cad320fc8ae7be0ada2861424d8,1144
293,baadb1daff22666961aecdba8ba2e0b70b321cf2,527
294,97526dcac99619fe6afa1b9f9fdb29efd8dd7dc7,527
295,f45a55099370dae591de68a80dd460950602ade2,197
296,60c998ebdc86213a4f3425dc19e946ea9adc91cd,44
297,204ab14536b4dba633b825185d327d3b51209bfc,197
298,4d370a11d24118911ed8eac2eb5edb406061e592,1288
299,9bf1200810348e753ec9bbe8950f337f1a6703f7,1192
300,ad1d2fdeac18662659a9f8696858c6de7a2a2cfa,192
301,bd0af7da2b9ef84ae907ea67c544a9a0ae83957b,1144
302,d7623a7d7b378be0b2eac4986dbd14adf0b9a7bc,527
303,c795960c64db3bb43373043f490aed77dd9a3ced,192
304,ad1d2fdeac18662659a9f8696858c6de7a2a2cfa,1192
305,e176322c03e4a04b85e4e21d8e48c3513602aa6f,575
306,34aaf4c0d6dc1723bdc95a826b00b9026245f88d,192
307,98a290cb6e2d938684675a97c52313a9b316de29,192
308,4c13406807312e63e2a27e19099fdc7baf816b2d,197
309,f60792e8a22b2e77e3c0872d38094d6609d646d1,192
310,34aaf4c0d6dc1723bdc95a826b00b9026245f88d,44
311,df988cc85478ec85314cee69d77783ee6ec44972,527
312,4dca9bb91106e92f819d9988a8c400b01ca018f6,527
313,8c78713807726cc920ee3d6db7e86dfb7a23cc45,1192
314,5f1e7df6a847ef54a5fcfd7610a62ad48d52c5b7,197
315,063d6e8e6429510b411f8d64e086af90415ea1af,192
316,dd65a97029edac29f3c5132bb28608764289a590,1192
317,d9d01ca1417c3549d9d9e03dda2e360368f20b6d,197
318,3e806444c9840bc5041f1d87df3f797d3a1c2fb4,527
319,ec7a12545d9b60a4fdb35c0145f6c7054d89f812,197
320,063d6e8e6429510b411f8d64e086af90415ea1af,44
321,b70363abe5980264afe8a3d8ce30cddf580f162f,197
322,01dc28bdd3ca4d55345fc354d5e764b917d3bbfe,527
323,725e71f5e5ab656bb8b8e54e49a88d909519a16a,197
324,c64c74a3e5099cad320fc8ae7be0ada2861424d8,1192
325,c2ab31e718ee5d6e379ce3858913f582f5abb5ba,1144
326,3f3877a9e167cd4735c2d111a1ed1d731587f028,192
327,7749fd4729b073d5f0991351b6218cb8900ef7cf,1192
328,e74e92a4f4f66e04208d2957c7428940a4d4ac9e,197
329,4b9d94e8caf0b277c3ca49fd74ed36b0fe4be6a2,197
330,98a290cb6e2d938684675a97c52313a9b316de29,44
331,5834f92688cb5e0763ddb8dac9d83310319e34d1,527
332,97526dcac99619fe6afa1b9f9fdb29efd8dd7dc7,192
333,f32826303a55b3f6f8557e53c941860985c4da15,197
334,3f3877a9e167cd4735c2d111a1ed1d731587f028,44
335,af67cece663dc3f96b33dbc163cecc038d754b7d,44
336,f7d2a63a8ad0bf63d071fc04fc694eab13ce0456,527
337,fce30f0f183ff6ea20d2b7873f0df2f38ada26cb,197
338,6e0eef277ddd3f59e9a1eedd42668898c6f0866c,527
339,7855a28ea709c06ad8d2f05ef042428dc7a0b478,527
340,394205de1b8d07d6b2fbe4cac751029f4a103d10,197
341,bd0af7da2b9ef84ae907ea67c544a9a0ae83957b,1192
342,6e5658f6c306c6c2dc988f3128dda0be546d3299,197
343,2c9ba2b3d9a895d1a7546021079eed9009725184,527
344,81faf0af9e4a200769d8503c2599dead7bac7427,44
345,46731c9f322fbf626b58e1cf03400da6056576c8,527
346,9a74637c3a183497d5c41b885e17499209a5a2f5,1144
347,97526dcac99619fe6afa1b9f9fdb29efd8dd7dc7,1144
348,794cbe9ded5922efa877135e02a96545226fd88f,197
349,60c998ebdc86213a4f3425dc19e946ea9adc91cd,1288
350,8b4078045c274fd02a2a4b133212aa4eb2ccda22,1144
351,4860487f9306a65f0cd5c53417614ee90a9aea7b,1144
352,de92365d5d1cdcdcf5b8e24526db42998918b23d,192
353,3a7e47d608591a1dd5b8d3491051936dbed4a18e,192
354,b621d634b91839d4460093e50c79519e9c20da9c,527
355,72d52bb10efc819f09fb1934301577228accbb2a,1144
356,52a5c1d104316f64e13ab69e2a0178fee8185123,197
357,5c15bd14bdd7020e90ec4125ae354058b606e215,527
358,44e29cd4537c0145302089981b56da6685773d15,197
359,d2e519c10a192d4bf59367fdfe49f25d7c4fa796,197
360,9c8dc079c0b02a29a2c6395a98ee3340c557b08d,1144
361,5c35b230aadb6fe043fce0643172ce53154639fc,527
362,8c7fde8503b63b6f17e34592a27ba9e960638853,197
363,c5ec624403e99ec06305d6c9a642ded23e6f6924,197
364,9af688156dc50e668d47d6a1857149bf98b279b4,1192
365,c2ab31e718ee5d6e379ce3858913f582f5abb5ba,1192
366,1090a5ecf67166df3e5e628b8c8933d5a20f4edd,197
367,3d3f5f8392dd286b4ef50e310ff6eaf2a8308429,527
368,45c2ccf80aba041d45627c052f9f4ec66975828d,197
369,5da7d19e3dabba349717928d0035a6f5cf8d5d31,192
370,5c15bd14bdd7020e90ec4125ae354058b606e215,192
371,b48e09d1ed5dee10c4b2f4fa4d41970c7e0afdda,197
372,98a290cb6e2d938684675a97c52313a9b316de29,1288
373,a3601c8a80d7692eedcafec3ba87506e84fe923a,1144
374,34aaf4c0d6dc1723bdc95a826b00b9026245f88d,1288
375,e79fa2c04d4cb66f57e221aed7dcead67d5f5a9e,1144
376,a9fc5c41fcaea1c325e5a9c15b90b5e0fd024cc6,527
377,4860487f9306a65f0cd5c53417614ee90a9aea7b,1192
378,67875aefa7e0cb34fcc13fa80eca1b9a855b075e,1144
379,0055816ee6cb82f7e3d21971ce075fe58cb92790,527
380,15a051a5c28fae4a738dfd41e1d552268dee3b9a,197
381,5903658e03e1b80fb8eb0fe991c0752b8f0c4b55,527
382,73d6653d413c141801e5d3cbe858d7fe64999cf3,527
383,9f10d8e59b6bde870d4760af4362b042b8b8e0d7,44
384,baadb1daff22666961aecdba8ba2e0b70b321cf2,197
385,5c35b230aadb6fe043fce0643172ce53154639fc,192
386,35790fdbd47562a50c7b2d404d3efcabba75c7be,192
387,4d370a11d24118911ed8eac2eb5edb406061e592,197
388,ad1d2fdeac18662659a9f8696858c6de7a2a2cfa,44
389,c18deac7affbd1bd29b01aef41252e74ac5ec3ce,1144
390,4fb1c8fedcf08d986963c9892174c233dfd1af7d,1144
391,0055816ee6cb82f7e3d21971ce075fe58cb92790,192
392,063d6e8e6429510b411f8d64e086af90415ea1af,1288
393,e2e5c19337654348fab6f7caead4fa27e7ba9ac5,527
394,35790fdbd47562a50c7b2d404d3efcabba75c7be,44
395,653728c430f0e3aa1d2b0743deb1ec7c91b0a38b,527
396,5d7cb9f7e2392545fa7f910406354b0b444b7b76,527
397,b7a054a1ae0c27a36fa5373145e91c7c877ba069,1144
398,89382ae24f596b2dfa52407f41a064b6cc69a978,32
399,62bb9c259925e4b7155c0daeb0ca11a9646bb3c6,1288
400,53732e11a39c7b83a50bbb330be5b1c1643bd993,1144
401,bdaf335df712922596efabfc9b34c0b492fa09ee,1288
402,dd449d883201c796a3c59a1aa87c17cd57e0266f,1288
403,9c8dc079c0b02a29a2c6395a98ee3340c557b08d,1192
404,e6b00542e75b89218750719409dfacec061768b3,197
405,df988cc85478ec85314cee69d77783ee6ec44972,197
406,4dca9bb91106e92f819d9988a8c400b01ca018f6,197
407,3f3877a9e167cd4735c2d111a1ed1d731587f028,1288
408,7d0c873772cb9df038c4276a71034d347ee71df5,1288
409,5910175126e0d6e166f36827b502012a7ffeeed4,1144
410,6a26a650be539de0b52dc2c9a7ad0ee80cfc040e,1144
411,aa6ecc4dae4f68189a8330dbdf8282d7a4ece97d,192
412,725e71f5e5ab656bb8b8e54e49a88d909519a16a,192
413,61a949cb54255126bad6ad4739a66ac17736639e,527
414,93671157744ec257a9198c91b55e23632ca56b00,1144
415,ea1e1e2280ff027cadf68e59d7c35a4ddfc7bbff,527
416,a3601c8a80d7692eedcafec3ba87506e84fe923a,1192
417,3e806444c9840bc5041f1d87df3f797d3a1c2fb4,197
418,0ecbd18481e2bd2077f89872af4bb2dd2cec43ed,197
419,1cbb322868d1f7689873cd9f7c354a8881e81552,197
420,67875aefa7e0cb34fcc13fa80eca1b9a855b075e,1192
421,e79fa2c04d4cb66f57e221aed7dcead67d5f5a9e,1192
422,a6e332d5e8486755477219d3c17557c80939662b,44
423,b6ffde586c5bd2096fd6707c9fb8ffeff61600b6,1144
424,d7623a7d7b378be0b2eac4986dbd14adf0b9a7bc,192
425,5c15bd14bdd7020e90ec4125ae354058b606e215,1144
426,72d52bb10efc819f09fb1934301577228accbb2a,1192
427,01dc28bdd3ca4d55345fc354d5e764b917d3bbfe,197
428,2b8b91f18cd9ccca9774ad32feb11cb2b7f141a8,36
429,4c13406807312e63e2a27e19099fdc7baf816b2d,192
430,e6b00542e75b89218750719409dfacec061768b3,527
431,c18deac7affbd1bd29b01aef41252e74ac5ec3ce,1192
432,f45a55099370dae591de68a80dd460950602ade2,1144
433,000775d9eec290dc9da1f32176c6bed82106c195,527
434,53732e11a39c7b83a50bbb330be5b1c1643bd993,1192
435,81faf0af9e4a200769d8503c2599dead7bac7427,1144
436,ec7a12545d9b60a4fdb35c0145f6c7054d89f812,192
437,299dbf41f5f6775a832b72556a635104ea788331,527
438,b70363abe5980264afe8a3d8ce30cddf580f162f,192
439,a6e332d5e8486755477219d3c17557c80939662b,192
